"","Date","Respondent","Code","Type","Timezone","Value","Units"
"7921",2023-08-13,"Duke Energy Progress East","CPLE","Demand","Eastern","223437","megawatthours"
"7922",2023-08-13,"Duke Energy Carolinas","DUK","Demand","Eastern","345869","megawatthours"
"7923",2023-08-13,"New York Independent System Operator","NYIS","Demand","Eastern","460411","megawatthours"
"7924",2023-08-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2463139","megawatthours"
"7925",2023-08-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","786243","megawatthours"
"7926",2023-08-13,"Tennessee Valley Authority","TVA","Demand","Eastern","497668","megawatthours"
"7927",2023-08-14,"Duke Energy Progress East","CPLE","Demand","Eastern","231162","megawatthours"
"7928",2023-08-14,"Duke Energy Carolinas","DUK","Demand","Eastern","393634","megawatthours"
"7929",2023-08-14,"New York Independent System Operator","NYIS","Demand","Eastern","487917","megawatthours"
"7930",2023-08-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2544227","megawatthours"
"7931",2023-08-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","865034","megawatthours"
"7932",2023-08-14,"Tennessee Valley Authority","TVA","Demand","Eastern","543201","megawatthours"
"7933",2023-08-15,"Duke Energy Progress East","CPLE","Demand","Eastern","228896","megawatthours"
"7934",2023-08-15,"Duke Energy Carolinas","DUK","Demand","Eastern","383401","megawatthours"
"7935",2023-08-15,"New York Independent System Operator","NYIS","Demand","Eastern","481777","megawatthours"
"7936",2023-08-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","2706936","megawatthours"
"7937",2023-08-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","818410","megawatthours"
"7938",2023-08-15,"Tennessee Valley Authority","TVA","Demand","Eastern","499683","megawatthours"
"7939",2023-08-16,"Duke Energy Progress East","CPLE","Demand","Eastern","209594","megawatthours"
"7940",2023-08-16,"Duke Energy Carolinas","DUK","Demand","Eastern","342788","megawatthours"
"7941",2023-08-16,"New York Independent System Operator","NYIS","Demand","Eastern","480007","megawatthours"
"7942",2023-08-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2479800","megawatthours"
"7943",2023-08-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","737772","megawatthours"
"7944",2023-08-16,"Tennessee Valley Authority","TVA","Demand","Eastern","461912","megawatthours"
"7945",2023-08-17,"Duke Energy Progress East","CPLE","Demand","Eastern","213375","megawatthours"
"7946",2023-08-17,"Duke Energy Carolinas","DUK","Demand","Eastern","348230","megawatthours"
"7947",2023-08-17,"New York Independent System Operator","NYIS","Demand","Eastern","479408","megawatthours"
"7948",2023-08-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","2511544","megawatthours"
"7949",2023-08-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","740514","megawatthours"
"7950",2023-08-17,"Tennessee Valley Authority","TVA","Demand","Eastern","477373","megawatthours"
"7951",2023-08-18,"Duke Energy Progress East","CPLE","Demand","Eastern","206026","megawatthours"
"7952",2023-08-18,"Duke Energy Carolinas","DUK","Demand","Eastern","336732","megawatthours"
"7953",2023-08-18,"New York Independent System Operator","NYIS","Demand","Eastern","451794","megawatthours"
"7954",2023-08-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2358421","megawatthours"
"7955",2023-08-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","761023","megawatthours"
"7956",2023-08-18,"Tennessee Valley Authority","TVA","Demand","Eastern","492357","megawatthours"
"7957",2023-08-19,"Duke Energy Progress East","CPLE","Demand","Eastern","186476","megawatthours"
"7958",2023-08-19,"Duke Energy Carolinas","DUK","Demand","Eastern","299572","megawatthours"
"7959",2023-08-19,"New York Independent System Operator","NYIS","Demand","Eastern","382469","megawatthours"
"7960",2023-08-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","2088514","megawatthours"
"7961",2023-08-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","744528","megawatthours"
"7962",2023-08-19,"Tennessee Valley Authority","TVA","Demand","Eastern","464016","megawatthours"
"7963",2023-08-20,"Duke Energy Progress East","CPLE","Demand","Eastern","198728","megawatthours"
"7964",2023-08-20,"Duke Energy Carolinas","DUK","Demand","Eastern","320037","megawatthours"
"7965",2023-08-20,"New York Independent System Operator","NYIS","Demand","Eastern","409987","megawatthours"
"7966",2023-08-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2310775","megawatthours"
"7967",2023-08-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","761552","megawatthours"
"7968",2023-08-20,"Tennessee Valley Authority","TVA","Demand","Eastern","499090","megawatthours"
"7969",2023-08-21,"Duke Energy Progress East","CPLE","Demand","Eastern","224068","megawatthours"
"7970",2023-08-21,"Duke Energy Carolinas","DUK","Demand","Eastern","368941","megawatthours"
"7971",2023-08-21,"New York Independent System Operator","NYIS","Demand","Eastern","495605","megawatthours"
"7972",2023-08-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2694101","megawatthours"
"7973",2023-08-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","838759","megawatthours"
"7974",2023-08-21,"Tennessee Valley Authority","TVA","Demand","Eastern","564850","megawatthours"
"7975",2023-08-22,"Duke Energy Progress East","CPLE","Demand","Eastern","219416","megawatthours"
"7976",2023-08-22,"Duke Energy Carolinas","DUK","Demand","Eastern","383570","megawatthours"
"7977",2023-08-22,"New York Independent System Operator","NYIS","Demand","Eastern","440861","megawatthours"
"7978",2023-08-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2567008","megawatthours"
"7979",2023-08-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","869664","megawatthours"
"7980",2023-08-22,"Tennessee Valley Authority","TVA","Demand","Eastern","587116","megawatthours"
"7981",2023-08-23,"Duke Energy Progress East","CPLE","Demand","Eastern","193993","megawatthours"
"7982",2023-08-23,"Duke Energy Carolinas","DUK","Demand","Eastern","353005","megawatthours"
"7983",2023-08-23,"New York Independent System Operator","NYIS","Demand","Eastern","424054","megawatthours"
"7984",2023-08-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2513695","megawatthours"
"7985",2023-08-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","877402","megawatthours"
"7986",2023-08-23,"Tennessee Valley Authority","TVA","Demand","Eastern","594362","megawatthours"
"7987",2023-08-24,"Duke Energy Progress East","CPLE","Demand","Eastern","196637","megawatthours"
"7988",2023-08-24,"Duke Energy Carolinas","DUK","Demand","Eastern","358401","megawatthours"
"7989",2023-08-24,"New York Independent System Operator","NYIS","Demand","Eastern","430894","megawatthours"
"7990",2023-08-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2605976","megawatthours"
"7991",2023-08-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","860139","megawatthours"
"7992",2023-08-24,"Tennessee Valley Authority","TVA","Demand","Eastern","601956","megawatthours"
"7993",2023-08-25,"Duke Energy Progress East","CPLE","Demand","Eastern","212688","megawatthours"
"7994",2023-08-25,"Duke Energy Carolinas","DUK","Demand","Eastern","374757","megawatthours"
"7995",2023-08-25,"New York Independent System Operator","NYIS","Demand","Eastern","452775","megawatthours"
"7996",2023-08-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2627089","megawatthours"
"7997",2023-08-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","871356","megawatthours"
"7998",2023-08-25,"Tennessee Valley Authority","TVA","Demand","Eastern","608803","megawatthours"
"7999",2023-08-26,"Duke Energy Progress East","CPLE","Demand","Eastern","217450","megawatthours"
"8000",2023-08-26,"Duke Energy Carolinas","DUK","Demand","Eastern","373307","megawatthours"
"8001",2023-08-26,"New York Independent System Operator","NYIS","Demand","Eastern","444657","megawatthours"
"8002",2023-08-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2465440","megawatthours"
"8003",2023-08-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","846492","megawatthours"
"8004",2023-08-26,"Tennessee Valley Authority","TVA","Demand","Eastern","563405","megawatthours"
"8005",2023-08-27,"Duke Energy Progress East","CPLE","Demand","Eastern","204855","megawatthours"
"8006",2023-08-27,"Duke Energy Carolinas","DUK","Demand","Eastern","345721","megawatthours"
"8007",2023-08-27,"New York Independent System Operator","NYIS","Demand","Eastern","419960","megawatthours"
"8008",2023-08-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2291757","megawatthours"
"8009",2023-08-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","811284","megawatthours"
"8010",2023-08-27,"Tennessee Valley Authority","TVA","Demand","Eastern","496265","megawatthours"
"8011",2023-08-28,"Duke Energy Progress East","CPLE","Demand","Eastern","204697","megawatthours"
"8012",2023-08-28,"Duke Energy Carolinas","DUK","Demand","Eastern","347959","megawatthours"
"8013",2023-08-28,"New York Independent System Operator","NYIS","Demand","Eastern","444158","megawatthours"
"8014",2023-08-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2363553","megawatthours"
"8015",2023-08-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","788923","megawatthours"
"8016",2023-08-28,"Tennessee Valley Authority","TVA","Demand","Eastern","497387","megawatthours"
"8017",2023-08-29,"Duke Energy Progress East","CPLE","Demand","Eastern","210461","megawatthours"
"8018",2023-08-29,"Duke Energy Carolinas","DUK","Demand","Eastern","339986","megawatthours"
"8019",2023-08-29,"New York Independent System Operator","NYIS","Demand","Eastern","459067","megawatthours"
"8020",2023-08-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2397190","megawatthours"
"8021",2023-08-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","764620","megawatthours"
"8022",2023-08-29,"Tennessee Valley Authority","TVA","Demand","Eastern","498696","megawatthours"
"8023",2023-08-30,"Duke Energy Progress East","CPLE","Demand","Eastern","192752","megawatthours"
"8024",2023-08-30,"Duke Energy Carolinas","DUK","Demand","Eastern","322726","megawatthours"
"8025",2023-08-30,"New York Independent System Operator","NYIS","Demand","Eastern","459840","megawatthours"
"8026",2023-08-30,"PJM Interconnection, LLC","PJM","Demand","Eastern","2360729","megawatthours"
"8027",2023-08-30,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","706108","megawatthours"
"8028",2023-08-30,"Tennessee Valley Authority","TVA","Demand","Eastern","477751","megawatthours"
"8029",2023-08-31,"Duke Energy Progress East","CPLE","Demand","Eastern","166871","megawatthours"
"8030",2023-08-31,"Duke Energy Carolinas","DUK","Demand","Eastern","314616","megawatthours"
"8031",2023-08-31,"New York Independent System Operator","NYIS","Demand","Eastern","404950","megawatthours"
"8032",2023-08-31,"PJM Interconnection, LLC","PJM","Demand","Eastern","2165157","megawatthours"
"8033",2023-08-31,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","722088","megawatthours"
"8034",2023-08-31,"Tennessee Valley Authority","TVA","Demand","Eastern","451125","megawatthours"
"8035",2023-09-01,"Duke Energy Progress East","CPLE","Demand","Eastern","157369","megawatthours"
"8036",2023-09-01,"Duke Energy Carolinas","DUK","Demand","Eastern","291592","megawatthours"
"8037",2023-09-01,"New York Independent System Operator","NYIS","Demand","Eastern","390399","megawatthours"
"8038",2023-09-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2131720","megawatthours"
"8039",2023-09-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","693724","megawatthours"
"8040",2023-09-01,"Tennessee Valley Authority","TVA","Demand","Eastern","460915","megawatthours"
"8041",2023-09-02,"Duke Energy Progress East","CPLE","Demand","Eastern","151439","megawatthours"
"8042",2023-09-02,"Duke Energy Carolinas","DUK","Demand","Eastern","275185","megawatthours"
"8043",2023-09-02,"New York Independent System Operator","NYIS","Demand","Eastern","379217","megawatthours"
"8044",2023-09-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2132054","megawatthours"
"8045",2023-09-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","631542","megawatthours"
"8046",2023-09-02,"Tennessee Valley Authority","TVA","Demand","Eastern","459833","megawatthours"
"8047",2023-09-03,"Duke Energy Progress East","CPLE","Demand","Eastern","162736","megawatthours"
"8048",2023-09-03,"Duke Energy Carolinas","DUK","Demand","Eastern","293624","megawatthours"
"8049",2023-09-03,"New York Independent System Operator","NYIS","Demand","Eastern","438201","megawatthours"
"8050",2023-09-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2382582","megawatthours"
"8051",2023-09-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","651646","megawatthours"
"8052",2023-09-03,"Tennessee Valley Authority","TVA","Demand","Eastern","462475","megawatthours"
"8053",2023-09-04,"Duke Energy Progress East","CPLE","Demand","Eastern","190903","megawatthours"
"8054",2023-09-04,"Duke Energy Carolinas","DUK","Demand","Eastern","325401","megawatthours"
"8055",2023-09-04,"New York Independent System Operator","NYIS","Demand","Eastern","495882","megawatthours"
"8056",2023-09-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2604612","megawatthours"
"8057",2023-09-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","693600","megawatthours"
"8058",2023-09-04,"Tennessee Valley Authority","TVA","Demand","Eastern","493557","megawatthours"
"8059",2023-09-05,"Duke Energy Progress East","CPLE","Demand","Eastern","216037","megawatthours"
"8060",2023-09-05,"Duke Energy Carolinas","DUK","Demand","Eastern","366637","megawatthours"
"8061",2023-09-05,"New York Independent System Operator","NYIS","Demand","Eastern","567735","megawatthours"
"8062",2023-09-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2868218","megawatthours"
"8063",2023-09-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","735248","megawatthours"
"8064",2023-09-05,"Tennessee Valley Authority","TVA","Demand","Eastern","507313","megawatthours"
"8065",2023-09-06,"Duke Energy Progress East","CPLE","Demand","Eastern","225933","megawatthours"
"8066",2023-09-06,"Duke Energy Carolinas","DUK","Demand","Eastern","382434","megawatthours"
"8067",2023-09-06,"New York Independent System Operator","NYIS","Demand","Eastern","590859","megawatthours"
"8068",2023-09-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2854193","megawatthours"
"8069",2023-09-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","766867","megawatthours"
"8070",2023-09-06,"Tennessee Valley Authority","TVA","Demand","Eastern","501427","megawatthours"
"8071",2023-09-07,"Duke Energy Progress East","CPLE","Demand","Eastern","225843","megawatthours"
"8072",2023-09-07,"Duke Energy Carolinas","DUK","Demand","Eastern","367231","megawatthours"
"8073",2023-09-07,"New York Independent System Operator","NYIS","Demand","Eastern","583530","megawatthours"
"8074",2023-09-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2684304","megawatthours"
"8075",2023-09-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","775449","megawatthours"
"8076",2023-09-07,"Tennessee Valley Authority","TVA","Demand","Eastern","484338","megawatthours"
"8077",2023-09-08,"Duke Energy Progress East","CPLE","Demand","Eastern","205344","megawatthours"
"8078",2023-09-08,"Duke Energy Carolinas","DUK","Demand","Eastern","329607","megawatthours"
"8079",2023-09-08,"New York Independent System Operator","NYIS","Demand","Eastern","531312","megawatthours"
"8080",2023-09-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","2485687","megawatthours"
"8081",2023-09-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","708825","megawatthours"
"8082",2023-09-08,"Tennessee Valley Authority","TVA","Demand","Eastern","459292","megawatthours"
"8083",2023-09-09,"Duke Energy Progress East","CPLE","Demand","Eastern","171506","megawatthours"
"8084",2023-09-09,"Duke Energy Carolinas","DUK","Demand","Eastern","287665","megawatthours"
"8085",2023-09-09,"New York Independent System Operator","NYIS","Demand","Eastern","484367","megawatthours"
"8086",2023-09-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","2211326","megawatthours"
"8087",2023-09-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","673769","megawatthours"
"8088",2023-09-09,"Tennessee Valley Authority","TVA","Demand","Eastern","438453","megawatthours"
"8089",2023-09-10,"Duke Energy Progress East","CPLE","Demand","Eastern","177771","megawatthours"
"8090",2023-09-10,"Duke Energy Carolinas","DUK","Demand","Eastern","290720","megawatthours"
"8091",2023-09-10,"New York Independent System Operator","NYIS","Demand","Eastern","450864","megawatthours"
"8092",2023-09-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","2114595","megawatthours"
"8093",2023-09-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","681099","megawatthours"
"8094",2023-09-10,"Tennessee Valley Authority","TVA","Demand","Eastern","432338","megawatthours"
"8095",2023-09-11,"Duke Energy Progress East","CPLE","Demand","Eastern","192602","megawatthours"
"8096",2023-09-11,"Duke Energy Carolinas","DUK","Demand","Eastern","325869","megawatthours"
"8097",2023-09-11,"New York Independent System Operator","NYIS","Demand","Eastern","480290","megawatthours"
"8098",2023-09-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","2334895","megawatthours"
"8099",2023-09-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","747772","megawatthours"
"8100",2023-09-11,"Tennessee Valley Authority","TVA","Demand","Eastern","477576","megawatthours"
"8101",2023-09-12,"Duke Energy Progress East","CPLE","Demand","Eastern","197857","megawatthours"
"8102",2023-09-12,"Duke Energy Carolinas","DUK","Demand","Eastern","328955","megawatthours"
"8103",2023-09-12,"New York Independent System Operator","NYIS","Demand","Eastern","469119","megawatthours"
"8104",2023-09-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","2316411","megawatthours"
"8105",2023-09-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","744285","megawatthours"
"8106",2023-09-12,"Tennessee Valley Authority","TVA","Demand","Eastern","453422","megawatthours"
"8107",2023-09-13,"Duke Energy Progress East","CPLE","Demand","Eastern","190300","megawatthours"
"8108",2023-09-13,"Duke Energy Carolinas","DUK","Demand","Eastern","315337","megawatthours"
"8109",2023-09-13,"New York Independent System Operator","NYIS","Demand","Eastern","462646","megawatthours"
"8110",2023-09-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2245561","megawatthours"
"8111",2023-09-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","722881","megawatthours"
"8112",2023-09-13,"Tennessee Valley Authority","TVA","Demand","Eastern","448478","megawatthours"
"8113",2023-09-14,"Duke Energy Progress East","CPLE","Demand","Eastern","182068","megawatthours"
"8114",2023-09-14,"Duke Energy Carolinas","DUK","Demand","Eastern","307746","megawatthours"
"8115",2023-09-14,"New York Independent System Operator","NYIS","Demand","Eastern","416021","megawatthours"
"8116",2023-09-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2120752","megawatthours"
"8117",2023-09-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","680092","megawatthours"
"8118",2023-09-14,"Tennessee Valley Authority","TVA","Demand","Eastern","422204","megawatthours"
"8119",2023-09-15,"Duke Energy Progress East","CPLE","Demand","Eastern","152460","megawatthours"
"8120",2023-09-15,"Duke Energy Carolinas","DUK","Demand","Eastern","280810","megawatthours"
"8121",2023-09-15,"New York Independent System Operator","NYIS","Demand","Eastern","371734","megawatthours"
"8122",2023-09-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","1982761","megawatthours"
"8123",2023-09-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","651658","megawatthours"
"8124",2023-09-15,"Tennessee Valley Authority","TVA","Demand","Eastern","423655","megawatthours"
"8125",2023-09-16,"Duke Energy Progress East","CPLE","Demand","Eastern","144210","megawatthours"
"8126",2023-09-16,"Duke Energy Carolinas","DUK","Demand","Eastern","269156","megawatthours"
"8127",2023-09-16,"New York Independent System Operator","NYIS","Demand","Eastern","347287","megawatthours"
"8128",2023-09-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","1855885","megawatthours"
"8129",2023-09-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","596980","megawatthours"
"8130",2023-09-16,"Tennessee Valley Authority","TVA","Demand","Eastern","396649","megawatthours"
"8131",2023-09-17,"Duke Energy Progress East","CPLE","Demand","Eastern","143906","megawatthours"
"8132",2023-09-17,"Duke Energy Carolinas","DUK","Demand","Eastern","247605","megawatthours"
"8133",2023-09-17,"New York Independent System Operator","NYIS","Demand","Eastern","356750","megawatthours"
"8134",2023-09-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","1846488","megawatthours"
"8135",2023-09-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","610070","megawatthours"
"8136",2023-09-17,"Tennessee Valley Authority","TVA","Demand","Eastern","391237","megawatthours"
"8137",2023-09-18,"Duke Energy Progress East","CPLE","Demand","Eastern","156881","megawatthours"
"8138",2023-09-18,"Duke Energy Carolinas","DUK","Demand","Eastern","273268","megawatthours"
"8139",2023-09-18,"New York Independent System Operator","NYIS","Demand","Eastern","401057","megawatthours"
"8140",2023-09-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2016459","megawatthours"
"8141",2023-09-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","618072","megawatthours"
"8142",2023-09-18,"Tennessee Valley Authority","TVA","Demand","Eastern","399304","megawatthours"
"8143",2023-09-19,"Duke Energy Progress East","CPLE","Demand","Eastern","154377","megawatthours"
"8144",2023-09-19,"Duke Energy Carolinas","DUK","Demand","Eastern","274135","megawatthours"
"8145",2023-09-19,"New York Independent System Operator","NYIS","Demand","Eastern","379157","megawatthours"
"8146",2023-09-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","1985836","megawatthours"
"8147",2023-09-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","624890","megawatthours"
"8148",2023-09-19,"Tennessee Valley Authority","TVA","Demand","Eastern","403894","megawatthours"
"8149",2023-09-20,"Duke Energy Progress East","CPLE","Demand","Eastern","159739","megawatthours"
"8150",2023-09-20,"Duke Energy Carolinas","DUK","Demand","Eastern","283757","megawatthours"
"8151",2023-09-20,"New York Independent System Operator","NYIS","Demand","Eastern","372949","megawatthours"
"8152",2023-09-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2037354","megawatthours"
"8153",2023-09-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","628648","megawatthours"
"8154",2023-09-20,"Tennessee Valley Authority","TVA","Demand","Eastern","411289","megawatthours"
"8155",2023-09-21,"Duke Energy Progress East","CPLE","Demand","Eastern","157524","megawatthours"
"8156",2023-09-21,"Duke Energy Carolinas","DUK","Demand","Eastern","281352","megawatthours"
"8157",2023-09-21,"New York Independent System Operator","NYIS","Demand","Eastern","371396","megawatthours"
"8158",2023-09-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2064427","megawatthours"
"8159",2023-09-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","646498","megawatthours"
"8160",2023-09-21,"Tennessee Valley Authority","TVA","Demand","Eastern","433434","megawatthours"
"8161",2023-09-22,"Duke Energy Progress East","CPLE","Demand","Eastern","141577","megawatthours"
"8162",2023-09-22,"Duke Energy Carolinas","DUK","Demand","Eastern","264963","megawatthours"
"8163",2023-09-22,"New York Independent System Operator","NYIS","Demand","Eastern","368390","megawatthours"
"8164",2023-09-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2014306","megawatthours"
"8165",2023-09-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","633213","megawatthours"
"8166",2023-09-22,"Tennessee Valley Authority","TVA","Demand","Eastern","426767","megawatthours"
"8167",2023-09-23,"Duke Energy Progress East","CPLE","Demand","Eastern","128598","megawatthours"
"8168",2023-09-23,"Duke Energy Carolinas","DUK","Demand","Eastern","239669","megawatthours"
"8169",2023-09-23,"New York Independent System Operator","NYIS","Demand","Eastern","347082","megawatthours"
"8170",2023-09-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","1856570","megawatthours"
"8171",2023-09-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","596136","megawatthours"
"8172",2023-09-23,"Tennessee Valley Authority","TVA","Demand","Eastern","406641","megawatthours"
"8173",2023-09-24,"Duke Energy Progress East","CPLE","Demand","Eastern","144177","megawatthours"
"8174",2023-09-24,"Duke Energy Carolinas","DUK","Demand","Eastern","256693","megawatthours"
"8175",2023-09-24,"New York Independent System Operator","NYIS","Demand","Eastern","347665","megawatthours"
"8176",2023-09-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","1829459","megawatthours"
"8177",2023-09-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","600347","megawatthours"
"8178",2023-09-24,"Tennessee Valley Authority","TVA","Demand","Eastern","394218","megawatthours"
"8179",2023-09-25,"Duke Energy Progress East","CPLE","Demand","Eastern","169178","megawatthours"
"8180",2023-09-25,"Duke Energy Carolinas","DUK","Demand","Eastern","291370","megawatthours"
"8181",2023-09-25,"New York Independent System Operator","NYIS","Demand","Eastern","369004","megawatthours"
"8182",2023-09-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2003830","megawatthours"
"8183",2023-09-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","652340","megawatthours"
"8184",2023-09-25,"Tennessee Valley Authority","TVA","Demand","Eastern","445504","megawatthours"
"8185",2023-09-26,"Duke Energy Progress East","CPLE","Demand","Eastern","157279","megawatthours"
"8186",2023-09-26,"Duke Energy Carolinas","DUK","Demand","Eastern","281912","megawatthours"
"8187",2023-09-26,"New York Independent System Operator","NYIS","Demand","Eastern","362953","megawatthours"
"8188",2023-09-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2006867","megawatthours"
"8189",2023-09-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","670342","megawatthours"
"8190",2023-09-26,"Tennessee Valley Authority","TVA","Demand","Eastern","460410","megawatthours"
"8191",2023-09-27,"Duke Energy Progress East","CPLE","Demand","Eastern","143720","megawatthours"
"8192",2023-09-27,"Duke Energy Carolinas","DUK","Demand","Eastern","261886","megawatthours"
"8193",2023-09-27,"New York Independent System Operator","NYIS","Demand","Eastern","351547","megawatthours"
"8194",2023-09-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","1957470","megawatthours"
"8195",2023-09-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","627844","megawatthours"
"8196",2023-09-27,"Tennessee Valley Authority","TVA","Demand","Eastern","461117","megawatthours"
"8197",2023-09-28,"Duke Energy Progress East","CPLE","Demand","Eastern","144384","megawatthours"
"8198",2023-09-28,"Duke Energy Carolinas","DUK","Demand","Eastern","262867","megawatthours"
"8199",2023-09-28,"New York Independent System Operator","NYIS","Demand","Eastern","358569","megawatthours"
"8200",2023-09-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","1963960","megawatthours"
"8201",2023-09-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","598794","megawatthours"
"8202",2023-09-28,"Tennessee Valley Authority","TVA","Demand","Eastern","438078","megawatthours"
"8203",2023-09-29,"Duke Energy Progress East","CPLE","Demand","Eastern","144272","megawatthours"
"8204",2023-09-29,"Duke Energy Carolinas","DUK","Demand","Eastern","271885","megawatthours"
"8205",2023-09-29,"New York Independent System Operator","NYIS","Demand","Eastern","371057","megawatthours"
"8206",2023-09-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","1975708","megawatthours"
"8207",2023-09-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","619100","megawatthours"
"8208",2023-09-29,"Tennessee Valley Authority","TVA","Demand","Eastern","439457","megawatthours"
"8209",2023-09-30,"Duke Energy Progress East","CPLE","Demand","Eastern","135619","megawatthours"
"8210",2023-09-30,"Duke Energy Carolinas","DUK","Demand","Eastern","260023","megawatthours"
