"","Date","Respondent","Code","Type","Timezone","Value","Units"
"3232",2021-06-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2125932","megawatthours"
"3233",2021-06-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","676800","megawatthours"
"3234",2021-06-22,"Tennessee Valley Authority","TVA","Demand","Eastern","438352","megawatthours"
"3235",2021-06-23,"Duke Energy Progress East","CPLE","Demand","Eastern","164520","megawatthours"
"3236",2021-06-23,"Duke Energy Carolinas","DUK","Demand","Eastern","288533","megawatthours"
"3237",2021-06-23,"New York Independent System Operator","NYIS","Demand","Eastern","392962","megawatthours"
"3238",2021-06-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2019345","megawatthours"
"3239",2021-06-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","691083","megawatthours"
"3240",2021-06-23,"Tennessee Valley Authority","TVA","Demand","Eastern","437814","megawatthours"
"3241",2021-06-24,"Duke Energy Progress East","CPLE","Demand","Eastern","157800","megawatthours"
"3242",2021-06-24,"Duke Energy Carolinas","DUK","Demand","Eastern","282791","megawatthours"
"3243",2021-06-24,"New York Independent System Operator","NYIS","Demand","Eastern","411361","megawatthours"
"3244",2021-06-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2130064","megawatthours"
"3245",2021-06-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","710854","megawatthours"
"3246",2021-06-24,"Tennessee Valley Authority","TVA","Demand","Eastern","483222","megawatthours"
"3247",2021-06-25,"Duke Energy Progress East","CPLE","Demand","Eastern","161350","megawatthours"
"3248",2021-06-25,"Duke Energy Carolinas","DUK","Demand","Eastern","280923","megawatthours"
"3249",2021-06-25,"New York Independent System Operator","NYIS","Demand","Eastern","435296","megawatthours"
"3250",2021-06-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2239040","megawatthours"
"3251",2021-06-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","698965","megawatthours"
"3252",2021-06-25,"Tennessee Valley Authority","TVA","Demand","Eastern","498337","megawatthours"
"3253",2021-06-26,"Duke Energy Progress East","CPLE","Demand","Eastern","175694","megawatthours"
"3254",2021-06-26,"Duke Energy Carolinas","DUK","Demand","Eastern","295818","megawatthours"
"3255",2021-06-26,"New York Independent System Operator","NYIS","Demand","Eastern","464480","megawatthours"
"3256",2021-06-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2359330","megawatthours"
"3257",2021-06-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","688592","megawatthours"
"3258",2021-06-26,"Tennessee Valley Authority","TVA","Demand","Eastern","484247","megawatthours"
"3259",2021-06-27,"Duke Energy Progress East","CPLE","Demand","Eastern","186679","megawatthours"
"3260",2021-06-27,"Duke Energy Carolinas","DUK","Demand","Eastern","315248","megawatthours"
"3261",2021-06-27,"New York Independent System Operator","NYIS","Demand","Eastern","510104","megawatthours"
"3262",2021-06-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2502052","megawatthours"
"3263",2021-06-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","708285","megawatthours"
"3264",2021-06-27,"Tennessee Valley Authority","TVA","Demand","Eastern","499472","megawatthours"
"3265",2021-06-28,"Duke Energy Progress East","CPLE","Demand","Eastern","199475","megawatthours"
"3266",2021-06-28,"Duke Energy Carolinas","DUK","Demand","Eastern","352812","megawatthours"
"3267",2021-06-28,"New York Independent System Operator","NYIS","Demand","Eastern","594510","megawatthours"
"3268",2021-06-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2818549","megawatthours"
"3269",2021-06-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","763925","megawatthours"
"3270",2021-06-28,"Tennessee Valley Authority","TVA","Demand","Eastern","544110","megawatthours"
"3271",2021-06-29,"Duke Energy Progress East","CPLE","Demand","Eastern","205635","megawatthours"
"3272",2021-06-29,"Duke Energy Carolinas","DUK","Demand","Eastern","346112","megawatthours"
"3273",2021-06-29,"New York Independent System Operator","NYIS","Demand","Eastern","618929","megawatthours"
"3274",2021-06-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2935763","megawatthours"
"3275",2021-06-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","752160","megawatthours"
"3276",2021-06-29,"Tennessee Valley Authority","TVA","Demand","Eastern","524575","megawatthours"
"3277",2021-06-30,"Duke Energy Progress East","CPLE","Demand","Eastern","213421","megawatthours"
"3278",2021-06-30,"Duke Energy Carolinas","DUK","Demand","Eastern","356905","megawatthours"
"3279",2021-06-30,"New York Independent System Operator","NYIS","Demand","Eastern","614517","megawatthours"
"3280",2021-06-30,"PJM Interconnection, LLC","PJM","Demand","Eastern","2857068","megawatthours"
"3281",2021-06-30,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","753946","megawatthours"
"3282",2021-06-30,"Tennessee Valley Authority","TVA","Demand","Eastern","515334","megawatthours"
"3283",2021-07-01,"Duke Energy Progress East","CPLE","Demand","Eastern","215838","megawatthours"
"3284",2021-07-01,"Duke Energy Carolinas","DUK","Demand","Eastern","355612","megawatthours"
"3285",2021-07-01,"New York Independent System Operator","NYIS","Demand","Eastern","529786","megawatthours"
"3286",2021-07-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2513343","megawatthours"
"3287",2021-07-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","741944","megawatthours"
"3288",2021-07-01,"Tennessee Valley Authority","TVA","Demand","Eastern","482521","megawatthours"
"3289",2021-07-02,"Duke Energy Progress East","CPLE","Demand","Eastern","173146","megawatthours"
"3290",2021-07-02,"Duke Energy Carolinas","DUK","Demand","Eastern","304278","megawatthours"
"3291",2021-07-02,"New York Independent System Operator","NYIS","Demand","Eastern","465323","megawatthours"
"3292",2021-07-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2195536","megawatthours"
"3293",2021-07-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","694326","megawatthours"
"3294",2021-07-02,"Tennessee Valley Authority","TVA","Demand","Eastern","467345","megawatthours"
"3295",2021-07-03,"Duke Energy Progress East","CPLE","Demand","Eastern","157788","megawatthours"
"3296",2021-07-03,"Duke Energy Carolinas","DUK","Demand","Eastern","262752","megawatthours"
"3297",2021-07-03,"New York Independent System Operator","NYIS","Demand","Eastern","377791","megawatthours"
"3298",2021-07-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","1956979","megawatthours"
"3299",2021-07-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","649848","megawatthours"
"3300",2021-07-03,"Tennessee Valley Authority","TVA","Demand","Eastern","409211","megawatthours"
"3301",2021-07-04,"Duke Energy Progress East","CPLE","Demand","Eastern","158671","megawatthours"
"3302",2021-07-04,"Duke Energy Carolinas","DUK","Demand","Eastern","264633","megawatthours"
"3303",2021-07-04,"New York Independent System Operator","NYIS","Demand","Eastern","372944","megawatthours"
"3304",2021-07-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2105566","megawatthours"
"3305",2021-07-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","638068","megawatthours"
"3306",2021-07-04,"Tennessee Valley Authority","TVA","Demand","Eastern","415054","megawatthours"
"3307",2021-07-05,"Duke Energy Progress East","CPLE","Demand","Eastern","179483","megawatthours"
"3308",2021-07-05,"Duke Energy Carolinas","DUK","Demand","Eastern","306273","megawatthours"
"3309",2021-07-05,"New York Independent System Operator","NYIS","Demand","Eastern","439509","megawatthours"
"3310",2021-07-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2447476","megawatthours"
"3311",2021-07-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","682848","megawatthours"
"3312",2021-07-05,"Tennessee Valley Authority","TVA","Demand","Eastern","469818","megawatthours"
"3313",2021-07-06,"Duke Energy Progress East","CPLE","Demand","Eastern","196356","megawatthours"
"3314",2021-07-06,"Duke Energy Carolinas","DUK","Demand","Eastern","340344","megawatthours"
"3315",2021-07-06,"New York Independent System Operator","NYIS","Demand","Eastern","538613","megawatthours"
"3316",2021-07-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2837637","megawatthours"
"3317",2021-07-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","718133","megawatthours"
"3318",2021-07-06,"Tennessee Valley Authority","TVA","Demand","Eastern","515275","megawatthours"
"3319",2021-07-07,"Duke Energy Progress East","CPLE","Demand","Eastern","203097","megawatthours"
"3320",2021-07-07,"Duke Energy Carolinas","DUK","Demand","Eastern","337688","megawatthours"
"3321",2021-07-07,"New York Independent System Operator","NYIS","Demand","Eastern","550353","megawatthours"
"3322",2021-07-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2850819","megawatthours"
"3323",2021-07-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","702737","megawatthours"
"3324",2021-07-07,"Tennessee Valley Authority","TVA","Demand","Eastern","484028","megawatthours"
"3325",2021-07-08,"Duke Energy Progress East","CPLE","Demand","Eastern","181580","megawatthours"
"3326",2021-07-08,"Duke Energy Carolinas","DUK","Demand","Eastern","318934","megawatthours"
"3327",2021-07-08,"New York Independent System Operator","NYIS","Demand","Eastern","515975","megawatthours"
"3328",2021-07-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","2552660","megawatthours"
"3329",2021-07-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","726974","megawatthours"
"3330",2021-07-08,"Tennessee Valley Authority","TVA","Demand","Eastern","508395","megawatthours"
"3331",2021-07-09,"Duke Energy Progress East","CPLE","Demand","Eastern","198178","megawatthours"
"3332",2021-07-09,"Duke Energy Carolinas","DUK","Demand","Eastern","327722","megawatthours"
"3333",2021-07-09,"New York Independent System Operator","NYIS","Demand","Eastern","498113","megawatthours"
"3334",2021-07-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","2436727","megawatthours"
"3335",2021-07-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","725864","megawatthours"
"3336",2021-07-09,"Tennessee Valley Authority","TVA","Demand","Eastern","499218","megawatthours"
"3337",2021-07-10,"Duke Energy Progress East","CPLE","Demand","Eastern","193423","megawatthours"
"3338",2021-07-10,"Duke Energy Carolinas","DUK","Demand","Eastern","320257","megawatthours"
"3339",2021-07-10,"New York Independent System Operator","NYIS","Demand","Eastern","448446","megawatthours"
"3340",2021-07-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","2199545","megawatthours"
"3341",2021-07-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","688677","megawatthours"
"3342",2021-07-10,"Tennessee Valley Authority","TVA","Demand","Eastern","487723","megawatthours"
"3343",2021-07-11,"Duke Energy Progress East","CPLE","Demand","Eastern","195188","megawatthours"
"3344",2021-07-11,"Duke Energy Carolinas","DUK","Demand","Eastern","325978","megawatthours"
"3345",2021-07-11,"New York Independent System Operator","NYIS","Demand","Eastern","430384","megawatthours"
"3346",2021-07-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","2251842","megawatthours"
"3347",2021-07-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","674282","megawatthours"
"3348",2021-07-11,"Tennessee Valley Authority","TVA","Demand","Eastern","455701","megawatthours"
"3349",2021-07-12,"Duke Energy Progress East","CPLE","Demand","Eastern","209578","megawatthours"
"3350",2021-07-12,"Duke Energy Carolinas","DUK","Demand","Eastern","353799","megawatthours"
"3351",2021-07-12,"New York Independent System Operator","NYIS","Demand","Eastern","496398","megawatthours"
"3352",2021-07-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","2628607","megawatthours"
"3353",2021-07-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","702613","megawatthours"
"3354",2021-07-12,"Tennessee Valley Authority","TVA","Demand","Eastern","486947","megawatthours"
"3355",2021-07-13,"Duke Energy Progress East","CPLE","Demand","Eastern","207468","megawatthours"
"3356",2021-07-13,"Duke Energy Carolinas","DUK","Demand","Eastern","341871","megawatthours"
"3357",2021-07-13,"New York Independent System Operator","NYIS","Demand","Eastern","484708","megawatthours"
"3358",2021-07-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2645748","megawatthours"
"3359",2021-07-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","715684","megawatthours"
"3360",2021-07-13,"Tennessee Valley Authority","TVA","Demand","Eastern","484654","megawatthours"
"3361",2021-07-14,"Duke Energy Progress East","CPLE","Demand","Eastern","207358","megawatthours"
"3362",2021-07-14,"Duke Energy Carolinas","DUK","Demand","Eastern","347713","megawatthours"
"3363",2021-07-14,"New York Independent System Operator","NYIS","Demand","Eastern","516042","megawatthours"
"3364",2021-07-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2709013","megawatthours"
"3365",2021-07-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","756220","megawatthours"
"3366",2021-07-14,"Tennessee Valley Authority","TVA","Demand","Eastern","509069","megawatthours"
"3367",2021-07-15,"Duke Energy Progress East","CPLE","Demand","Eastern","213510","megawatthours"
"3368",2021-07-15,"Duke Energy Carolinas","DUK","Demand","Eastern","357684","megawatthours"
"3369",2021-07-15,"New York Independent System Operator","NYIS","Demand","Eastern","551789","megawatthours"
"3370",2021-07-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","2748685","megawatthours"
"3371",2021-07-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","784388","megawatthours"
"3372",2021-07-15,"Tennessee Valley Authority","TVA","Demand","Eastern","536089","megawatthours"
"3373",2021-07-16,"Duke Energy Progress East","CPLE","Demand","Eastern","215406","megawatthours"
"3374",2021-07-16,"Duke Energy Carolinas","DUK","Demand","Eastern","364634","megawatthours"
"3375",2021-07-16,"New York Independent System Operator","NYIS","Demand","Eastern","570552","megawatthours"
"3376",2021-07-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2728692","megawatthours"
"3377",2021-07-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","767227","megawatthours"
"3378",2021-07-16,"Tennessee Valley Authority","TVA","Demand","Eastern","528940","megawatthours"
"3379",2021-07-17,"Duke Energy Progress East","CPLE","Demand","Eastern","206998","megawatthours"
"3380",2021-07-17,"Duke Energy Carolinas","DUK","Demand","Eastern","341951","megawatthours"
"3381",2021-07-17,"New York Independent System Operator","NYIS","Demand","Eastern","514869","megawatthours"
"3382",2021-07-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","2517123","megawatthours"
"3383",2021-07-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","723465","megawatthours"
"3384",2021-07-17,"Tennessee Valley Authority","TVA","Demand","Eastern","474958","megawatthours"
"3385",2021-07-18,"Duke Energy Progress East","CPLE","Demand","Eastern","191438","megawatthours"
"3386",2021-07-18,"Duke Energy Carolinas","DUK","Demand","Eastern","307323","megawatthours"
"3387",2021-07-18,"New York Independent System Operator","NYIS","Demand","Eastern","474043","megawatthours"
"3388",2021-07-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2299610","megawatthours"
"3389",2021-07-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","678174","megawatthours"
"3390",2021-07-18,"Tennessee Valley Authority","TVA","Demand","Eastern","449069","megawatthours"
"3391",2021-07-19,"Duke Energy Progress East","CPLE","Demand","Eastern","171428","megawatthours"
"3392",2021-07-19,"Duke Energy Carolinas","DUK","Demand","Eastern","306147","megawatthours"
"3393",2021-07-19,"New York Independent System Operator","NYIS","Demand","Eastern","495959","megawatthours"
"3394",2021-07-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","2499145","megawatthours"
"3395",2021-07-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","697934","megawatthours"
"3396",2021-07-19,"Tennessee Valley Authority","TVA","Demand","Eastern","473815","megawatthours"
"3397",2021-07-20,"Duke Energy Progress East","CPLE","Demand","Eastern","180262","megawatthours"
"3398",2021-07-20,"Duke Energy Carolinas","DUK","Demand","Eastern","307253","megawatthours"
"3399",2021-07-20,"New York Independent System Operator","NYIS","Demand","Eastern","525650","megawatthours"
"3400",2021-07-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2620845","megawatthours"
"3401",2021-07-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","693213","megawatthours"
"3402",2021-07-20,"Tennessee Valley Authority","TVA","Demand","Eastern","484236","megawatthours"
"3403",2021-07-21,"Duke Energy Progress East","CPLE","Demand","Eastern","201082","megawatthours"
"3404",2021-07-21,"Duke Energy Carolinas","DUK","Demand","Eastern","337986","megawatthours"
"3405",2021-07-21,"New York Independent System Operator","NYIS","Demand","Eastern","491012","megawatthours"
"3406",2021-07-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2513754","megawatthours"
"3407",2021-07-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","739911","megawatthours"
"3408",2021-07-21,"Tennessee Valley Authority","TVA","Demand","Eastern","506630","megawatthours"
"3409",2021-07-22,"Duke Energy Progress East","CPLE","Demand","Eastern","201599","megawatthours"
"3410",2021-07-22,"Duke Energy Carolinas","DUK","Demand","Eastern","340301","megawatthours"
"3411",2021-07-22,"New York Independent System Operator","NYIS","Demand","Eastern","459845","megawatthours"
"3412",2021-07-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2366359","megawatthours"
"3413",2021-07-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","789653","megawatthours"
"3414",2021-07-22,"Tennessee Valley Authority","TVA","Demand","Eastern","516994","megawatthours"
"3415",2021-07-23,"Duke Energy Progress East","CPLE","Demand","Eastern","193840","megawatthours"
"3416",2021-07-23,"Duke Energy Carolinas","DUK","Demand","Eastern","337944","megawatthours"
"3417",2021-07-23,"New York Independent System Operator","NYIS","Demand","Eastern","458287","megawatthours"
"3418",2021-07-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2403826","megawatthours"
"3419",2021-07-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","786667","megawatthours"
"3420",2021-07-23,"Tennessee Valley Authority","TVA","Demand","Eastern","514676","megawatthours"
"3421",2021-07-24,"Duke Energy Progress East","CPLE","Demand","Eastern","183016","megawatthours"
"3422",2021-07-24,"Duke Energy Carolinas","DUK","Demand","Eastern","321106","megawatthours"
"3423",2021-07-24,"New York Independent System Operator","NYIS","Demand","Eastern","436459","megawatthours"
"3424",2021-07-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2365869","megawatthours"
"3425",2021-07-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","756550","megawatthours"
"3426",2021-07-24,"Tennessee Valley Authority","TVA","Demand","Eastern","518530","megawatthours"
"3427",2021-07-25,"Duke Energy Progress East","CPLE","Demand","Eastern","188719","megawatthours"
"3428",2021-07-25,"Duke Energy Carolinas","DUK","Demand","Eastern","324060","megawatthours"
"3429",2021-07-25,"New York Independent System Operator","NYIS","Demand","Eastern","463355","megawatthours"
"3430",2021-07-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2493763","megawatthours"
"3431",2021-07-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","762159","megawatthours"
"3432",2021-07-25,"Tennessee Valley Authority","TVA","Demand","Eastern","531428","megawatthours"
"3433",2021-07-26,"Duke Energy Progress East","CPLE","Demand","Eastern","213173","megawatthours"
"3434",2021-07-26,"Duke Energy Carolinas","DUK","Demand","Eastern","354072","megawatthours"
"3435",2021-07-26,"New York Independent System Operator","NYIS","Demand","Eastern","532521","megawatthours"
"3436",2021-07-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2756657","megawatthours"
"3437",2021-07-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","824684","megawatthours"
"3438",2021-07-26,"Tennessee Valley Authority","TVA","Demand","Eastern","547085","megawatthours"
"3439",2021-07-27,"Duke Energy Progress East","CPLE","Demand","Eastern","217458","megawatthours"
"3440",2021-07-27,"Duke Energy Carolinas","DUK","Demand","Eastern","358443","megawatthours"
"3441",2021-07-27,"New York Independent System Operator","NYIS","Demand","Eastern","522558","megawatthours"
"3442",2021-07-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2735070","megawatthours"
"3443",2021-07-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","809414","megawatthours"
"3444",2021-07-27,"Tennessee Valley Authority","TVA","Demand","Eastern","561837","megawatthours"
"3445",2021-07-28,"Duke Energy Progress East","CPLE","Demand","Eastern","212585","megawatthours"
"3446",2021-07-28,"Duke Energy Carolinas","DUK","Demand","Eastern","373521","megawatthours"
"3447",2021-07-28,"New York Independent System Operator","NYIS","Demand","Eastern","490337","megawatthours"
"3448",2021-07-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2729318","megawatthours"
"3449",2021-07-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","816965","megawatthours"
"3450",2021-07-28,"Tennessee Valley Authority","TVA","Demand","Eastern","571741","megawatthours"
"3451",2021-07-29,"Duke Energy Progress East","CPLE","Demand","Eastern","209749","megawatthours"
"3452",2021-07-29,"Duke Energy Carolinas","DUK","Demand","Eastern","377867","megawatthours"
"3453",2021-07-29,"New York Independent System Operator","NYIS","Demand","Eastern","471653","megawatthours"
"3454",2021-07-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2653386","megawatthours"
"3455",2021-07-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","853106","megawatthours"
"3456",2021-07-29,"Tennessee Valley Authority","TVA","Demand","Eastern","572078","megawatthours"
"3457",2021-07-30,"Duke Energy Progress East","CPLE","Demand","Eastern","224800","megawatthours"
"3458",2021-07-30,"Duke Energy Carolinas","DUK","Demand","Eastern","375798","megawatthours"
"3459",2021-07-30,"New York Independent System Operator","NYIS","Demand","Eastern","455163","megawatthours"
"3460",2021-07-30,"PJM Interconnection, LLC","PJM","Demand","Eastern","2516943","megawatthours"
"3461",2021-07-30,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","844486","megawatthours"
"3462",2021-07-30,"Tennessee Valley Authority","TVA","Demand","Eastern","572459","megawatthours"
"3463",2021-07-31,"Duke Energy Progress East","CPLE","Demand","Eastern","212874","megawatthours"
"3464",2021-07-31,"Duke Energy Carolinas","DUK","Demand","Eastern","342121","megawatthours"
"3465",2021-07-31,"New York Independent System Operator","NYIS","Demand","Eastern","384501","megawatthours"
"3466",2021-07-31,"PJM Interconnection, LLC","PJM","Demand","Eastern","2129484","megawatthours"
"3467",2021-07-31,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","813042","megawatthours"
"3468",2021-07-31,"Tennessee Valley Authority","TVA","Demand","Eastern","537103","megawatthours"
"3469",2021-08-01,"Duke Energy Progress East","CPLE","Demand","Eastern","197416","megawatthours"
"3470",2021-08-01,"Duke Energy Carolinas","DUK","Demand","Eastern","328796","megawatthours"
"3471",2021-08-01,"New York Independent System Operator","NYIS","Demand","Eastern","393980","megawatthours"
"3472",2021-08-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2064404","megawatthours"
"3473",2021-08-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","773846","megawatthours"
"3474",2021-08-01,"Tennessee Valley Authority","TVA","Demand","Eastern","474628","megawatthours"
"3475",2021-08-02,"Duke Energy Progress East","CPLE","Demand","Eastern","194582","megawatthours"
"3476",2021-08-02,"Duke Energy Carolinas","DUK","Demand","Eastern","323375","megawatthours"
"3477",2021-08-02,"New York Independent System Operator","NYIS","Demand","Eastern","432120","megawatthours"
"3478",2021-08-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2209294","megawatthours"
"3479",2021-08-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","762177","megawatthours"
"3480",2021-08-02,"Tennessee Valley Authority","TVA","Demand","Eastern","475516","megawatthours"
"3481",2021-08-03,"Duke Energy Progress East","CPLE","Demand","Eastern","165141","megawatthours"
"3482",2021-08-03,"Duke Energy Carolinas","DUK","Demand","Eastern","296760","megawatthours"
"3483",2021-08-03,"New York Independent System Operator","NYIS","Demand","Eastern","428325","megawatthours"
"3484",2021-08-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2222080","megawatthours"
"3485",2021-08-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","725647","megawatthours"
"3486",2021-08-03,"Tennessee Valley Authority","TVA","Demand","Eastern","470527","megawatthours"
"3487",2021-08-04,"Duke Energy Progress East","CPLE","Demand","Eastern","161109","megawatthours"
"3488",2021-08-04,"Duke Energy Carolinas","DUK","Demand","Eastern","293091","megawatthours"
"3489",2021-08-04,"New York Independent System Operator","NYIS","Demand","Eastern","435027","megawatthours"
"3490",2021-08-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2261692","megawatthours"
"3491",2021-08-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","724283","megawatthours"
"3492",2021-08-04,"Tennessee Valley Authority","TVA","Demand","Eastern","460363","megawatthours"
"3493",2021-08-05,"Duke Energy Progress East","CPLE","Demand","Eastern","176757","megawatthours"
"3494",2021-08-05,"Duke Energy Carolinas","DUK","Demand","Eastern","312492","megawatthours"
"3495",2021-08-05,"New York Independent System Operator","NYIS","Demand","Eastern","453627","megawatthours"
"3496",2021-08-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2391749","megawatthours"
"3497",2021-08-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","731564","megawatthours"
"3498",2021-08-05,"Tennessee Valley Authority","TVA","Demand","Eastern","480696","megawatthours"
"3499",2021-08-06,"Duke Energy Progress East","CPLE","Demand","Eastern","175922","megawatthours"
"3500",2021-08-06,"Duke Energy Carolinas","DUK","Demand","Eastern","302381","megawatthours"
"3501",2021-08-06,"New York Independent System Operator","NYIS","Demand","Eastern","495648","megawatthours"
"3502",2021-08-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2522504","megawatthours"
"3503",2021-08-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","731062","megawatthours"
"3504",2021-08-06,"Tennessee Valley Authority","TVA","Demand","Eastern","480909","megawatthours"
"3505",2021-08-07,"Duke Energy Progress East","CPLE","Demand","Eastern","171613","megawatthours"
"3506",2021-08-07,"Duke Energy Carolinas","DUK","Demand","Eastern","290575","megawatthours"
"3507",2021-08-07,"New York Independent System Operator","NYIS","Demand","Eastern","480482","megawatthours"
"3508",2021-08-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2342098","megawatthours"
"3509",2021-08-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","717124","megawatthours"
"3510",2021-08-07,"Tennessee Valley Authority","TVA","Demand","Eastern","472095","megawatthours"
"3511",2021-08-08,"Duke Energy Progress East","CPLE","Demand","Eastern","181922","megawatthours"
"3512",2021-08-08,"Duke Energy Carolinas","DUK","Demand","Eastern","301436","megawatthours"
"3513",2021-08-08,"New York Independent System Operator","NYIS","Demand","Eastern","450707","megawatthours"
"3514",2021-08-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","2354032","megawatthours"
"3515",2021-08-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","730577","megawatthours"
"3516",2021-08-08,"Tennessee Valley Authority","TVA","Demand","Eastern","486896","megawatthours"
"3517",2021-08-09,"Duke Energy Progress East","CPLE","Demand","Eastern","206349","megawatthours"
"3518",2021-08-09,"Duke Energy Carolinas","DUK","Demand","Eastern","349051","megawatthours"
"3519",2021-08-09,"New York Independent System Operator","NYIS","Demand","Eastern","506104","megawatthours"
"3520",2021-08-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","2623540","megawatthours"
